EmployeeID,Department,JobRole,Age,MonthlyIncome,AttritionProbability,RiskLevel,EngagementScore,PerformanceRating,WorkLifeBalanceScore,SkillGaps,GapCount,UpskillingRecommendation,TopRiskDrivers
738,Sales,Sales Representative,50,3875,0.1286,LOW,100,3,3,"3M Post-it App, Adobe Dreamweaver, Adobe Illustrator, Critical Thinking, Reading Comprehension, Writing",6,Recommended: Advanced Certification in 3M Post-it App (Addresses critical gap: 3M Post-it App),"NumCompaniesWorked, DailyRate, Gender_Female"
741,Research & Development,Research Scientist,28,2216,0.9821,HIGH,86,3,3,"Active Learning, Ada",2,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"OverTime_No, JobInvolvement, MonthlyIncome"
742,Research & Development,Research Director,36,11713,0.0154,LOW,64,3,3,"Clinical trial management software, Reading Comprehension",2,Recommended: Advanced Certification in Clinical trial management software (Addresses critical gap: Clinical trial management software),"NumCompaniesWorked, TotalSatisfactionScore, DailyRate"
743,Research & Development,Manufacturing Director,38,7861,0.0094,LOW,100,3,4,"Active Listening, Adobe After Effects, Monitoring, Reading Comprehension, Speaking",5,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"OverTime_No, YearsWithCurrManager, StockOptionLevel"
744,Research & Development,Laboratory Technician,44,3708,0.3359,MEDIUM,100,3,3,"Email software, Laboratory information management system LIMS, Microsoft Access",3,Recommended: Advanced Certification in Email software (Addresses critical gap: Email software),"JobInvolvement, EnvironmentSatisfaction, DistanceFromHome"
746,Sales,Sales Executive,47,13770,0.0553,LOW,100,3,2,Adobe ActionScript,1,Recommended: Advanced Certification in Adobe ActionScript (Addresses critical gap: Adobe ActionScript),"OverTime_No, YearsSinceLastPromotion, NumCompaniesWorked"
747,Sales,Sales Executive,30,5304,0.1268,LOW,100,4,2,"Active Listening, Monitoring, Reading Comprehension",3,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"NumCompaniesWorked, YearsSinceLastPromotion, DistanceFromHome"
749,Sales,Sales Representative,29,2642,0.232,LOW,100,3,3,"ACT! Premium, Adobe Creative Cloud software, Adobe Dreamweaver, Adobe Illustrator, Reading Comprehension",5,Recommended: Advanced Certification in ACT! Premium (Addresses critical gap: ACT! Premium),"TotalWorkingYears, YearsWithCurrManager, StockOptionLevel"
752,Research & Development,Research Scientist,42,2759,0.3193,MEDIUM,100,3,3,"3D graphics software, Active Listening, Ada, Algorithmic software",4,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"OverTime_No, StockOptionLevel, BusinessTravel_Travel_Frequently"
754,Sales,Sales Executive,43,6804,0.0395,LOW,100,3,3,"Adobe Acrobat, Adobe Creative Cloud software, Airtable, Apple Keynote, Reading Comprehension, Speaking",6,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"BusinessTravel_Travel_Frequently, DistanceFromHome, JobRole_Sales Executive"
757,Research & Development,Healthcare Representative,34,6142,0.0397,LOW,100,3,3,"3DGrid HIPAA Checkup, Active Listening, Alteer Office, American Medical Association CodeManager",4,Recommended: Advanced Certification in 3DGrid HIPAA Checkup (Addresses critical gap: 3DGrid HIPAA Checkup),"PercentSalaryHike, PromotionLagRatio, StockOptionLevel"
758,Research & Development,Laboratory Technician,23,2500,0.2028,LOW,100,3,4,"C++, Email software, Linux, Microsoft Access, Reading Comprehension, Writing",6,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"JobRole_Laboratory Technician, Age, WorkLifeBalance"
760,Human Resources,Human Resources,39,6389,0.0187,LOW,87,3,1,"Adobe Acrobat, Adobe Illustrator, Reading Comprehension",3,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"TotalSatisfactionScore, NumCompaniesWorked, Department_Research & Development"
762,Research & Development,Healthcare Representative,56,11103,0.0501,LOW,100,3,2,3DGrid HIPAA Checkup,1,Recommended: Advanced Certification in 3DGrid HIPAA Checkup (Addresses critical gap: 3DGrid HIPAA Checkup),"NumCompaniesWorked, PercentSalaryHike, StockOptionLevel"
763,Research & Development,Research Scientist,40,2342,0.0584,LOW,100,4,2,"3D graphics software, Ada, Algorithmic software, Amazon Elastic Compute Cloud EC2",4,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"OverTime_No, MonthlyIncome, StockOptionLevel"
764,Research & Development,Healthcare Representative,27,6811,0.1571,LOW,76,3,1,"3DGrid HIPAA Checkup, Critical Thinking, Speaking",3,Recommended: Advanced Certification in 3DGrid HIPAA Checkup (Addresses critical gap: 3DGrid HIPAA Checkup),"TotalSatisfactionScore, StockOptionLevel, NumCompaniesWorked"
766,Sales,Sales Representative,29,2297,0.1222,LOW,100,3,3,"3M Post-it App, Adobe Acrobat, Adobe Creative Cloud software, Critical Thinking, Reading Comprehension",5,Recommended: Advanced Certification in 3M Post-it App (Addresses critical gap: 3M Post-it App),"TotalWorkingYears, JobRole_Sales Representative, MonthlyIncome"
769,Research & Development,Laboratory Technician,53,2450,0.0651,LOW,100,3,3,"C++, Database software, Linux, Science",4,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"DailyRate, JobRole_Laboratory Technician, StockOptionLevel"
771,Research & Development,Healthcare Representative,35,5093,0.0411,LOW,100,3,4,"3DGrid HIPAA Checkup, Active Listening, AcuStaf, Allscripts healthcare automation software, Monitoring, Speaking",6,Recommended: Advanced Certification in 3DGrid HIPAA Checkup (Addresses critical gap: 3DGrid HIPAA Checkup),"YearsWithCurrManager, PercentSalaryHike, RelationshipSatisfaction"
772,Research & Development,Laboratory Technician,32,5309,0.1339,LOW,100,3,3,"C++, Science, Writing",3,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"DistanceFromHome, DailyRate, JobRole_Laboratory Technician"
773,Research & Development,Research Scientist,38,3057,0.2667,LOW,100,3,1,"3D graphics software, Active Listening, Advanced numerical software, Algorithmic software, Amazon DynamoDB, Critical Thinking, Reading Comprehension",7,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"OverTime_No, DailyRate, WorkLifeBalance"
775,Research & Development,Manufacturing Director,34,5121,0.0556,LOW,89,3,3,"Active Listening, Adobe Acrobat, Monitoring, Reading Comprehension, Speaking",5,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"YearsWithCurrManager, TotalSatisfactionScore, JobRole_Research Scientist"
776,Sales,Manager,52,16856,0.0906,LOW,100,3,4,Act!,1,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"TotalSatisfactionScore, StockOptionLevel, PercentSalaryHike"
780,Research & Development,Research Scientist,33,2686,0.157,LOW,100,3,2,Amazon DynamoDB,1,Recommended: Advanced Certification in Amazon DynamoDB (Addresses critical gap: Amazon DynamoDB),"OverTime_No, YearsSinceLastPromotion, StockOptionLevel"
781,Sales,Sales Executive,25,6180,0.134,LOW,100,4,2,Adobe Creative Cloud software,1,Recommended: Advanced Certification in Adobe Creative Cloud software (Addresses critical gap: Adobe Creative Cloud software),"StockOptionLevel, DistanceFromHome, Age"
783,Sales,Sales Representative,45,6632,0.1109,LOW,100,3,3,"ACT! Premium, Active Listening, Adobe Illustrator, Writing",4,Recommended: Advanced Certification in ACT! Premium (Addresses critical gap: ACT! Premium),"JobInvolvement, StockOptionLevel, TotalSatisfactionScore"
784,Research & Development,Research Scientist,23,3505,0.1553,LOW,100,3,3,"3D graphics software, Amazon DynamoDB, Amazon Elastic Compute Cloud EC2, Critical Thinking, Mathematics",5,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"StockOptionLevel, TotalWorkingYears, Age"
785,Sales,Sales Executive,47,6397,0.7933,HIGH,92,3,3,"Active Listening, Apple Keynote, Reading Comprehension",3,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"OverTime_No, BusinessTravel_Travel_Frequently, DistanceFromHome"
786,Sales,Sales Executive,34,6274,0.0165,LOW,100,4,3,"Adobe Acrobat, Adobe Creative Cloud software, Critical Thinking",3,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"DailyRate, StockOptionLevel, JobRole_Sales Executive"
787,Research & Development,Manager,55,19859,0.6189,HIGH,85,3,3,"Act!, Adobe Photoshop",2,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"OverTime_No, NumCompaniesWorked, IncomePerYearAtCompany"
789,Sales,Sales Executive,36,7587,0.0868,LOW,73,3,3,"Adobe Acrobat, Airtable",2,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"TotalSatisfactionScore, StockOptionLevel, EnvironmentSatisfaction"
791,Research & Development,Research Scientist,52,4258,0.0197,LOW,100,3,3,"3D graphics software, Ada, Advanced numerical software, Amazon DynamoDB, Reading Comprehension",5,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"ExperienceRatio, DistanceFromHome, RelationshipSatisfaction"
792,Research & Development,Laboratory Technician,26,4364,0.1948,LOW,100,3,3,"Database software, Email software, Microsoft Access, Monitoring, Reading Comprehension, Science, Writing",7,Recommended: Advanced Certification in Database software (Addresses critical gap: Database software),"YearsWithCurrManager, BusinessTravel_Travel_Frequently, JobInvolvement"
793,Research & Development,Healthcare Representative,29,4335,0.1377,LOW,94,3,2,"3DGrid HIPAA Checkup, Active Listening, Allscripts healthcare automation software",3,Recommended: Advanced Certification in 3DGrid HIPAA Checkup (Addresses critical gap: 3DGrid HIPAA Checkup),"TotalSatisfactionScore, DistanceFromHome, ExperienceRatio"
796,Sales,Sales Executive,26,5326,0.8176,HIGH,78,3,2,"Adobe ActionScript, Apple Keynote, Monitoring",3,Recommended: Advanced Certification in Adobe ActionScript (Addresses critical gap: Adobe ActionScript),"NumCompaniesWorked, StockOptionLevel, EducationField_Technical Degree"
797,Research & Development,Research Scientist,34,3280,0.015,LOW,100,3,3,"Active Listening, Ada, Algorithmic software, Amazon Elastic Compute Cloud EC2",4,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"StockOptionLevel, BusinessTravel_Non-Travel, IncomePerYearAtCompany"
799,Research & Development,Manufacturing Director,54,5485,0.2248,LOW,88,3,3,Apple Final Cut Pro,1,Recommended: Advanced Certification in Apple Final Cut Pro (Addresses critical gap: Apple Final Cut Pro),"OverTime_No, DailyRate, NumCompaniesWorked"
800,Sales,Sales Executive,27,4342,0.1447,LOW,100,3,3,"Act!, Active Listening, Adobe Acrobat, Adobe ActionScript, Speaking",5,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"BusinessTravel_Travel_Frequently, Age, YearsWithCurrManager"
802,Research & Development,Research Scientist,37,2782,0.0414,LOW,93,3,2,"Ada, Algorithmic software, Amazon DynamoDB, Amazon Elastic Compute Cloud EC2, Critical Thinking",5,Recommended: Advanced Certification in Ada (Addresses critical gap: Ada),"OverTime_No, TotalSatisfactionScore, DailyRate"
803,Research & Development,Manufacturing Director,38,5980,0.2231,LOW,78,3,3,"Adobe Acrobat, Adobe InDesign, Critical Thinking, Speaking",4,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"OverTime_No, StockOptionLevel, DailyRate"
804,Research & Development,Research Scientist,34,4381,0.0513,LOW,100,3,3,"Advanced numerical software, Algorithmic software",2,Recommended: Advanced Certification in Advanced numerical software (Addresses critical gap: Advanced numerical software),"StockOptionLevel, PercentSalaryHike, JobSatisfaction"
805,Sales,Sales Representative,35,2572,0.0667,LOW,100,3,2,"Active Listening, Adobe Creative Cloud software, Adobe Illustrator, Critical Thinking, Reading Comprehension",5,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"TotalSatisfactionScore, DailyRate, JobRole_Sales Representative"
806,Research & Development,Laboratory Technician,30,3833,0.0817,LOW,100,4,3,"Critical Thinking, Email software, Laboratory information management system LIMS, Reading Comprehension",4,Recommended: Executive Decision Making & Critical Thinking Workshop (Addresses critical gap: Critical Thinking),"JobInvolvement, JobRole_Laboratory Technician, Age"
807,Research & Development,Healthcare Representative,40,4244,0.0361,LOW,100,4,3,"Adobe Acrobat, Speaking",2,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"BusinessTravel_Travel_Frequently, YearsSinceLastPromotion, DailyRate"
808,Sales,Sales Executive,34,6500,0.0621,LOW,100,3,3,"Act!, Adobe Acrobat, Adobe ActionScript, Speaking",4,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"NumCompaniesWorked, TotalSatisfactionScore, Department_Research & Development"
809,Research & Development,Manager,42,18430,0.0214,LOW,100,3,2,"ActionWare, Active Listening",2,Recommended: Advanced Certification in ActionWare (Addresses critical gap: ActionWare),"BusinessTravel_Travel_Frequently, YearsSinceLastPromotion, DailyRate"
811,Research & Development,Laboratory Technician,23,1601,0.9478,HIGH,82,4,3,"Critical Thinking, Database software, Email software, Reading Comprehension, Writing",5,Recommended: Executive Decision Making & Critical Thinking Workshop (Addresses critical gap: Critical Thinking),"MonthlyIncome, OverTime_No, YearsWithCurrManager"
812,Research & Development,Laboratory Technician,24,2694,0.227,LOW,100,3,3,"Database software, Email software, Laboratory information management system LIMS, Linux, Microsoft Access, Monitoring",6,Recommended: Advanced Certification in Database software (Addresses critical gap: Database software),"YearsWithCurrManager, TotalWorkingYears, Age"
813,Research & Development,Laboratory Technician,52,3149,0.147,LOW,100,4,3,"Critical Thinking, Laboratory information management system LIMS, Science",3,Recommended: Executive Decision Making & Critical Thinking Workshop (Addresses critical gap: Critical Thinking),"NumCompaniesWorked, DistanceFromHome, JobRole_Laboratory Technician"
815,Research & Development,Research Director,50,17639,0.0084,LOW,100,3,3,"Adobe Acrobat, Clinical trial management software, Science",3,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"NumCompaniesWorked, StockOptionLevel, Gender_Female"
816,Research & Development,Laboratory Technician,29,2319,0.9563,HIGH,74,3,3,"C++, Email software, Reading Comprehension, Science, Writing",5,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"OverTime_No, MonthlyIncome, YearsWithCurrManager"
817,Research & Development,Research Director,33,11691,0.0544,LOW,100,3,4,"ESRI ArcGIS software, IBM Lotus 1-2-3, Science",3,Recommended: Advanced Certification in ESRI ArcGIS software (Addresses critical gap: ESRI ArcGIS software),"MonthlyRate, PercentSalaryHike, StockOptionLevel"
